景区名称,景区链接,地址,点评数,评分
三将军墓,https://you.ctrip.com/sight/xingancounty722/4618468.html?scene=online,桂林市兴安县灵南一巷与灵渠南路交叉口西南50米,错误,错误
佛音寺,https://you.ctrip.com/sight/xingancounty722/4618471.html?scene=online,桂林市兴安县灵渠公园,1,
桂林熊本友谊馆,https://you.ctrip.com/sight/guilin28/5168339.html?scene=online,桂林市秀峰区西山路2号,错误,错误
山口,https://you.ctrip.com/sight/lingchuan3064/135628020.html?scene=online,广西壮族自治区桂林市灵川县,错误,错误
迪塘古民居,https://you.ctrip.com/sight/lingchuan3064/1418166.html?scene=online,桂林市灵川县灵田乡四联村东部,3,
百花剧场,https://you.ctrip.com/sight/guilin28/4627176.html?scene=online,广西壮族自治区桂林市秀峰区依仁路9号,407,错误
灵剑溪,https://you.ctrip.com/sight/guilin28/5142886.html?scene=online,广西壮族自治区桂林市七星区七星路1号七星景区内,17,错误
地心引力(虞山桥店),https://you.ctrip.com/sight/guilin28/80185753.html?scene=online,广西壮族自治区桂林市叠彩区新码路2号碧水嘉园第5幢3单元1-3层1号,错误,错误
栖云追月,https://you.ctrip.com/sight/longsheng1445120/145466047.html?scene=online,桂林市龙胜各族自治县金坑·大寨红瑶梯田,1,错误
《血色湘江》红色舞台剧,https://you.ctrip.com/sight/xingancounty722/149280320.html?scene=online,桂林市兴安县双拥路56号红军长征突破湘江纪念馆(红色剧场),1,错误
蝴蝶泉滑道-上站,https://you.ctrip.com/sight/yangshuo702/145147008.html?scene=online,321国道旁阳朔天籁·蝴蝶泉景区内,错误,错误
桂花古道,https://you.ctrip.com/sight/yangshuo702/148573677.html?scene=online,桂林市阳朔县螺狮山,错误,错误
天天游,https://you.ctrip.com/sight/guilin28/148746807.html?scene=online,桂林市七星区骖鸾路33号盛景中心副楼三楼,错误,错误
儿童游乐园,https://you.ctrip.com/sight/guilin28/146074264.html?scene=online,广西壮族自治区桂林市七星区环城南路111号2楼,错误,错误
上力脚-白鹭洲露营基地,https://you.ctrip.com/sight/lingchuan3064/145572414.html?scene=online,桂林市灵川县漓江景区,1,错误
桂林訾洲岛景区-观月平台,https://you.ctrip.com/sight/guilin28/148628688.html?scene=online,广西壮族自治区桂林市七星区穿山路8号訾洲景区,34,错误
阳朔森岩户外运动俱乐部,https://you.ctrip.com/sight/yangshuo702/146044935.html?scene=online,阳朔县石马路宏源小区,错误,错误
古樟林生态景区,https://you.ctrip.com/sight/gongcheng1446252/144176454.html?scene=online,广西壮族自治区桂林市恭城瑶族自治县恭城镇201省道西50米,10,错误
MELAND CLUB(万象城店),https://you.ctrip.com/sight/guilin28/148553039.html?scene=online,红岭路1号华润万象城第L3层350、351、352号商铺,错误,错误
龙脊古壮寨梯田观景区-观景台,https://you.ctrip.com/sight/longsheng1445120/145466004.html?scene=online,桂林市龙胜各族自治县龙脊梯田风景名胜区龙脊古壮寨梯田观景区内,错误,错误
桂林国际越野赛车基地·短腿熊旅行露营地,https://you.ctrip.com/sight/lingchuan3064/145631047.html?scene=online,广西壮族自治区桂林市灵川县,错误,错误
民宿露营地,https://you.ctrip.com/sight/lingchuan3064/145354934.html?scene=online,广西壮族自治区桂林市灵川县大境瑶族乡,错误,错误
南宁理工学院(桂林校区)-风雨足球场,https://you.ctrip.com/sight/guilin28/145846481.html?scene=online,广西壮族自治区桂林市雁山区中心环线与031乡道交叉口北260米,错误,错误
桂林愚自乐园-露天泳池,https://you.ctrip.com/sight/guilin28/145776375.html?scene=online,桂林市雁山区大埠乡愚自乐园内,错误,错误
阳朔县旗忠野骑马术俱乐部有限公司,https://you.ctrip.com/sight/yangshuo702/145916144.html?scene=online,广西壮族自治区桂林市阳朔县葡萄镇三家村户外野骑骑马射箭马术教学,错误,错误
花花世界儿童游乐场(大摩乾景广场店),https://you.ctrip.com/sight/guilin28/145119032.html?scene=online,站前路29号大摩乾景广场3楼,错误,错误
桂林阳朔文化古迹山水园-带字石刻,https://you.ctrip.com/sight/yangshuo702/145650703.html?scene=online,桂林市阳朔县城内碧莲峰东麓阳朔文化古迹山水园内,错误,错误
状元门,https://you.ctrip.com/sight/yangshuo702/145444462.html?scene=online,桂林市阳朔县蟠桃路阳朔西街,错误,错误
广西旅游博物馆,https://you.ctrip.com/sight/guilin28/145552843.html?scene=online,桂林市雁山区良丰路26号桂林旅游学院产教融合楼1层,错误,错误
半边渡,https://you.ctrip.com/sight/yangshuo702/145582216.html?scene=online,桂林市阳朔县漓江景区内,错误,错误
九娘庙,https://you.ctrip.com/sight/guilin28/145628288.html?scene=online,广西壮族自治区桂林市七星区穿山街道白果树二十一组14号,错误,错误
大源河,https://you.ctrip.com/sight/yangshuo702/145256371.html?scene=online,兴坪镇凤凰路1号三千漓中国山水人文度假区,错误,错误
朱雀楼,https://you.ctrip.com/sight/guilin28/145203870.html?scene=online,桂林市临桂区山水大道一院两馆,1,错误
上古水韵景区,https://you.ctrip.com/sight/yangshuo702/143731816.html?scene=online,广西壮族自治区桂林市阳朔县葡萄镇桂阳公路37km+165至375米西侧,7,错误
开心水乐园,https://you.ctrip.com/sight/guilin28/143734393.html?scene=online,广西壮族自治区桂林市七星区东二环路奇峰小筑开心·水乐园,错误,错误
西湖,https://you.ctrip.com/sight/guilin28/143729026.html?scene=online,桂林市秀峰区西山路与西山路南一里交叉口北200米,错误,错误
上甘棠村古建筑群,https://you.ctrip.com/sight/jiangyong2831/4476878.html?scene=online,上甘棠村,10,4.6
滨江公园,https://you.ctrip.com/sight/xingancounty722/135123409.html?scene=online,桂林市兴安县灵湘半岛·望江楼北侧约250米,错误,错误
桂林两江国际机场网球场,https://you.ctrip.com/sight/guilin28/144246939.html?scene=online,广西壮族自治区桂林市临桂区两江镇桂林两江国际机场游泳池,217,错误
国石坊鸡血玉雕文化博物馆,https://you.ctrip.com/sight/guilin28/4618443.html?scene=online,桂林市七星区环城北二路桂林香格里拉大酒店东南侧,错误,错误
黄沙河,https://you.ctrip.com/sight/guilin28/69268448.html?scene=online,广西壮族自治区桂林市临桂区,错误,错误
万寿宫(江西会馆),https://you.ctrip.com/sight/lingchuan3064/112649522.html?scene=online,桂林市灵川县漓江景区大圩古镇内,1,错误
金山禅院,https://you.ctrip.com/sight/lingchuan3064/112650551.html?scene=online,广西壮族自治区桂林市灵川县青狮潭镇文兰线金山院,错误,错误
观音山公园,https://you.ctrip.com/sight/guilin28/112653467.html?scene=online,桂林市临桂区商贸街,错误,错误
桂林理工大学(雁山校区)-图书馆,https://you.ctrip.com/sight/guilin28/80185836.html?scene=online,广西壮族自治区桂林市雁山区雁山街319号桂林理工大学,错误,错误
桂林南边村国际泥盆-石碳界线地质遗迹保护区,https://you.ctrip.com/sight/lingchuan3064/145545218.html?scene=online,广西壮族自治区桂林市灵川县西二环路,错误,错误
叠彩伏波景区-山顶观景台,https://you.ctrip.com/sight/guilin28/148697955.html?scene=online,桂林市叠彩区滨江路27号伏波山风景区内,错误,错误
瑶族文化村,https://you.ctrip.com/sight/gongcheng1446252/5719437.html?scene=online,广西壮族自治区桂林市恭城瑶族自治县瑶族文化村,错误,错误
五十号庭院,https://you.ctrip.com/sight/yangshuo702/148610693.html?scene=online,广西壮族自治区桂林市阳朔县城西路北五巷50号,错误,错误
兴安丰泽谷度假山庄,https://you.ctrip.com/sight/xingancounty722/145889038.html?scene=online,广西壮族自治区桂林市兴安县华江高寨村(桂林猫儿山脚下),7,错误
桃花湾旅游度假区,https://you.ctrip.com/sight/guilin28/145832769.html?scene=online,广西壮族自治区桂林市秀峰区西山路27号,错误,错误
海底世界,https://you.ctrip.com/sight/yangshuo702/144211127.html?scene=online,桂林市阳朔县月亮山景区高田镇历村(阳朔至十里画廊约5公里处月亮山对面)金水岩景区内,错误,错误
桂林之花2号观景台,https://you.ctrip.com/sight/guilin28/148797202.html?scene=online,广西壮族自治区桂林市临桂区G321(广成线),错误,错误
淡然户外运动俱乐部,https://you.ctrip.com/sight/yangshuo702/146132629.html?scene=online,桂林市阳朔县神山路阳朔县下岗工人北门厄安置小区,1,错误
老山界纪念碑,https://you.ctrip.com/sight/xingancounty722/145160246.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
江头村古建筑群-爱莲家祠,https://you.ctrip.com/sight/lingchuan3064/145179113.html?scene=online,桂林市灵川县江头村古建筑群,5,错误
哆来咪儿童乐园,https://you.ctrip.com/sight/guilin28/145196810.html?scene=online,中隐路信和信大中华养生谷西150米路北（养心阁55栋旁）,错误,错误
永福县中洲公园,https://you.ctrip.com/sight/yongfu1445352/145136782.html?scene=online,桂林市永福县凤城路宏鑫锦江国际北侧约180米,错误,错误
乡谣里星空营地,https://you.ctrip.com/sight/guilin28/145295867.html?scene=online,桂林市雁山区,257,错误
平安壮族梯田观景区-观景台,https://you.ctrip.com/sight/longsheng1445120/145718057.html?scene=online,桂林市龙胜各族自治县和平乡平安村1号平安壮族梯田观景区内,115,错误
木龙洞,https://you.ctrip.com/sight/guilin28/145705708.html?scene=online,桂林市叠彩区龙珠路14号18栋,错误,错误
临桂山水公园-露营地,https://you.ctrip.com/sight/guilin28/145335376.html?scene=online,桂林市临桂区公园北路与西城大道交叉口西南侧山水公园,5,错误
漓江红·临阳联队红色史料展,https://you.ctrip.com/sight/yangshuo702/145345289.html?scene=online,兴坪镇凤凰路1号三千漓中国山水人文度假区,错误,错误
会仙湿地七星村码头荷花山庄,https://you.ctrip.com/sight/guilin28/145434428.html?scene=online,桂林市临桂区,10,错误
东山奇峰观景台,https://you.ctrip.com/sight/guilin28/145186857.html?scene=online,桂林雁山区东山奇峰镇,错误,错误
临桂蝴蝶谷瑶寨住宿,https://you.ctrip.com/sight/guilin28/145708568.html?scene=online,广西壮族自治区桂林市临桂区东宅江,错误,错误
东方韵美瑶浴(滨江路店),https://you.ctrip.com/sight/guilin28/146001625.html?scene=online,日月双塔文化公园维纳斯皇家酒店负一楼,错误,错误
水上城堡,https://you.ctrip.com/sight/guilin28/145572435.html?scene=online,广西壮族自治区桂林市雁山区大雁路辅路,错误,错误
螺丝山,https://you.ctrip.com/sight/yangshuo702/145503885.html?scene=online,桂林市阳朔县临江路250号漓江景区,3,错误
芦笛岩私家温泉270度浴缸山景星空观景屋,https://you.ctrip.com/sight/guilin28/149303668.html?scene=online,桂林市秀峰区花海街与庭江路交叉路口往西南约140米,错误,错误
龙宝山观景点,https://you.ctrip.com/sight/longsheng1445120/143756647.html?scene=online,桂林市龙胜各族自治县金坑·大寨红瑶梯田,错误,错误
蜡印象桂林3D人文主题蜡像馆,https://you.ctrip.com/sight/guilin28/144216813.html?scene=online,广西壮族自治区桂林市叠彩区芦笛岩景区旁,错误,错误
桂花文化体验馆,https://you.ctrip.com/sight/guilin28/149633812.html?scene=online,桂林市秀峰区阳江路阳江苑·西岭御景东北侧约180米,92,错误
珠海碧龙水榭山庄,https://you.ctrip.com/sight/lingchuan3064/4627185.html?scene=online,广西壮族自治区桂林市灵川县X114,错误,错误
桂林市米豆制品厂,https://you.ctrip.com/sight/guilin28/1830901.html?scene=online,广西壮族自治区桂林市七星区东江路92号,6,4.5
阳朔公园-莫休烈士墓,https://you.ctrip.com/sight/yangshuo702/4618360.html?scene=online,广西壮族自治区桂林市阳朔县阳朔镇叠翠路阳朔公园,1,错误
磨盘水库,https://you.ctrip.com/sight/quanzhou3040/133897838.html?scene=online,广西壮族自治区桂林市全州县,错误,错误
达芬奇现代艺术画廊,https://you.ctrip.com/sight/guilin28/3472325.html?scene=online,桂林市象山区南环二路北斗商区s栋1层,错误,错误
科苑生态自然艺术博物馆,https://you.ctrip.com/sight/guilin28/3503884.html?scene=online,桂林市七星区x097创意大厦1层,错误,错误
东灵峡谷,https://you.ctrip.com/sight/lingchuan3064/135309156.html?scene=online,桂林市灵川县,错误,错误
大头山,https://you.ctrip.com/sight/guilin28/135311537.html?scene=online,桂林市象山区,错误,错误
铁封山,https://you.ctrip.com/sight/guilin28/4478204.html?scene=online,桂林市叠彩区中山北路32号,错误,错误
灵川县江头古民居博物馆,https://you.ctrip.com/sight/lingchuan3064/5703926.html?scene=online,灵北路15号,2,
龙虎关民族文化广场,https://you.ctrip.com/sight/gongcheng1446252/145836375.html?scene=online,广西壮族自治区桂林市恭城瑶族自治县X160,错误,错误
红军长征湘江战役纪念馆,https://you.ctrip.com/sight/quanzhou3040/5675350.html?scene=online,广西壮族自治区桂林市全州县才湾镇脚山铺,25,错误
金坑·大寨红瑶梯田-休息亭,https://you.ctrip.com/sight/longsheng1445120/145505672.html?scene=online,桂林市龙胜各族自治县金坑·大寨红瑶梯田,20,错误
半山居,https://you.ctrip.com/sight/yangshuo702/145660442.html?scene=online,广西壮族自治区桂林市阳朔县罗马假日柚子山庄东北侧约200米,错误,错误
草莓音乐节,https://you.ctrip.com/sight/guilin28/149331941.html?scene=online,桂林市七星区桂林绕城高速,151,错误
龙头石林,https://you.ctrip.com/sight/guilin28/145253492.html?scene=online,桂林市秀峰区西山路2号西山公园内,375,错误
临阳联队抗日旧址,https://you.ctrip.com/sight/yangshuo702/145176910.html?scene=online,广西壮族自治区桂林市阳朔县,9,错误
义江缘星空户外运动中心,https://you.ctrip.com/sight/guilin28/145907836.html?scene=online,桂林市临桂区广成线义江缘景区,错误,错误
青狮潭风景区-露营地,https://you.ctrip.com/sight/lingchuan3064/145672308.html?scene=online,桂林市灵川县青狮潭镇岩背村青狮潭风景区,8,错误
悦泉水都,https://you.ctrip.com/sight/guilin28/145954839.html?scene=online,广西壮族自治区桂林市七星区漓江路28号会展酒店负一楼,错误,错误
桂林天湖冰雪世界滑雪场,https://you.ctrip.com/sight/quanzhou3040/4322341.html?scene=online,广西壮族自治区桂林市全州县121县道,67,3.2
